item_id,name,flag,column,url,filename,local_file
11450799687,KING A.J TUNER CRESCENT,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2810350760/TimePhoto_20260307_103449.jpg,TimePhoto_20260307_103449.jpg,11450799687_external_king-a-j-tuner-crescent_TimePhoto_20260307_103449.jpg
11450799687,KING A.J TUNER CRESCENT,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2810351162/TimePhoto_20260307_103733.jpg,TimePhoto_20260307_103733.jpg,11450799687_internal_king-a-j-tuner-crescent_TimePhoto_20260307_103733.jpg
11450799687,KING A.J TUNER CRESCENT,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2810351312/TimePhoto_20260307_104107.jpg,TimePhoto_20260307_104107.jpg,11450799687_pole_king-a-j-tuner-crescent_TimePhoto_20260307_104107.jpg
11450797996,KING A.J TUNER CRESCENT 2ND SIDE OF THE ROAD,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2810356487/TimePhoto_20260307_105052.jpg,TimePhoto_20260307_105052.jpg,11450797996_external_king-a-j-tuner-crescent-2nd-side-of-the-_TimePhoto_20260307_105052.jpg
11450797996,KING A.J TUNER CRESCENT 2ND SIDE OF THE ROAD,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2810356631/TimePhoto_20260307_105218.jpg,TimePhoto_20260307_105218.jpg,11450797996_internal_king-a-j-tuner-crescent-2nd-side-of-the-_TimePhoto_20260307_105218.jpg
11450797996,KING A.J TUNER CRESCENT 2ND SIDE OF THE ROAD,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2810356736/TimePhoto_20260307_111347.jpg,TimePhoto_20260307_111347.jpg,11450797996_pole_king-a-j-tuner-crescent-2nd-side-of-the-_TimePhoto_20260307_111347.jpg
11450833949,M.B ALIYU MUSTAPHA BLVD,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2810369330/TimePhoto_20260307_113946.jpg,TimePhoto_20260307_113946.jpg,11450833949_external_m-b-aliyu-mustapha-blvd_TimePhoto_20260307_113946.jpg
11450833949,M.B ALIYU MUSTAPHA BLVD,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2810369427/TimePhoto_20260307_114547.jpg,TimePhoto_20260307_114547.jpg,11450833949_internal_m-b-aliyu-mustapha-blvd_TimePhoto_20260307_114547.jpg
11450833949,M.B ALIYU MUSTAPHA BLVD,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2810369487/TimePhoto_20260307_115329.jpg,TimePhoto_20260307_115329.jpg,11450833949_pole_m-b-aliyu-mustapha-blvd_TimePhoto_20260307_115329.jpg
11450882226,MB  ALIYU MUSTAPHA BLVD  SIDE 2,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2810383753/TimePhoto_20260307_115329.jpg,TimePhoto_20260307_115329.jpg,11450882226_external_mb-aliyu-mustapha-blvd-side-2_TimePhoto_20260307_115329.jpg
11450882226,MB  ALIYU MUSTAPHA BLVD  SIDE 2,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2810383939/TimePhoto_20260307_121049.jpg,TimePhoto_20260307_121049.jpg,11450882226_internal_mb-aliyu-mustapha-blvd-side-2_TimePhoto_20260307_121049.jpg
11450882226,MB  ALIYU MUSTAPHA BLVD  SIDE 2,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2810384031/TimePhoto_20260307_125328.jpg,TimePhoto_20260307_125328.jpg,11450882226_pole_mb-aliyu-mustapha-blvd-side-2_TimePhoto_20260307_125328.jpg
11450944612,Ken Namani crescent,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2810394758/TimePhoto_20260307_132751.jpg,TimePhoto_20260307_132751.jpg,11450944612_external_ken-namani-crescent_TimePhoto_20260307_132751.jpg
11450944612,Ken Namani crescent,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2810394828/TimePhoto_20260307_132340.jpg,TimePhoto_20260307_132340.jpg,11450944612_internal_ken-namani-crescent_TimePhoto_20260307_132340.jpg
11450944612,Ken Namani crescent,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2810395062/TimePhoto_20260307_132056.jpg,TimePhoto_20260307_132056.jpg,11450944612_pole_ken-namani-crescent_TimePhoto_20260307_132056.jpg
11450948321,Ken Namani crescent side 2,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2810395529/TimePhoto_20260307_130820.jpg,TimePhoto_20260307_130820.jpg,11450948321_external_ken-namani-crescent-side-2_TimePhoto_20260307_130820.jpg
11450948321,Ken Namani crescent side 2,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2810395636/TimePhoto_20260307_130940.jpg,TimePhoto_20260307_130940.jpg,11450948321_internal_ken-namani-crescent-side-2_TimePhoto_20260307_130940.jpg
11450948321,Ken Namani crescent side 2,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2810395855/TimePhoto_20260307_131546.jpg,TimePhoto_20260307_131546.jpg,11450948321_pole_ken-namani-crescent-side-2_TimePhoto_20260307_131546.jpg
11450955234,KABIRU USMAN STREET,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2810399678/TimePhoto_20260307_134706.jpg,TimePhoto_20260307_134706.jpg,11450955234_external_kabiru-usman-street_TimePhoto_20260307_134706.jpg
11450955234,KABIRU USMAN STREET,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2810399724/TimePhoto_20260307_134601.jpg,TimePhoto_20260307_134601.jpg,11450955234_internal_kabiru-usman-street_TimePhoto_20260307_134601.jpg
11450955234,KABIRU USMAN STREET,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2810399848/TimePhoto_20260307_134508.jpg,TimePhoto_20260307_134508.jpg,11450955234_pole_kabiru-usman-street_TimePhoto_20260307_134508.jpg
11450966522,KABIRU USMAN STREET  SIDE 2,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2810400578/TimePhoto_20260307_134138.jpg,TimePhoto_20260307_134138.jpg,11450966522_external_kabiru-usman-street-side-2_TimePhoto_20260307_134138.jpg
11450966522,KABIRU USMAN STREET  SIDE 2,👍,internal,https://delteq-squad.monday.com/protected_static/8981894/resources/2810400641/TimePhoto_20260307_134320.jpg,TimePhoto_20260307_134320.jpg,11450966522_internal_kabiru-usman-street-side-2_TimePhoto_20260307_134320.jpg
11450966522,KABIRU USMAN STREET  SIDE 2,👍,pole,https://delteq-squad.monday.com/protected_static/8981894/resources/2810400799/TimePhoto_20260307_134344.jpg,TimePhoto_20260307_134344.jpg,11450966522_pole_kabiru-usman-street-side-2_TimePhoto_20260307_134344.jpg
11452867741,R.I OZUMA STREET,👍,external,https://delteq-squad.monday.com/protected_static/8981894/resources/2811031488/TimePhoto_20260308_110019.jpg,TimePhoto_20260308_110019.jpg,11452867741_external_r-i-ozuma-street_TimePhoto_20260308_110019.jpg
